city_name;postal_code;area_sqm;population;category
Zschopau;09405;22.79;8932;smaller
Torgelow;17358;72.19;8929;smaller
Bad Schussenried;88427;55.01;8925;smaller
Furth im Wald;93437;67.06;8921;smaller
Breckerfeld;58339;59.09;8915;smaller
Ortenberg;63683;54.7;8892;smaller
Auerbach i.d.OPf.;91275;78.26;8880;smaller
Furtwangen im Schwarzwald;78120;82.57;8876;smaller
Raguhn-Jeßnitz;06779;97.29;8862;smaller
Bad Lauchstädt;06246;85.37;8849;smaller
Hemmoor;21745;45.07;8843;smaller
Ballenstedt;06493;86.75;8825;smaller
Neuötting;84524;36.6;8817;smaller
Bersenbrück;49593;42.54;8810;smaller
Vallendar;56179;13.22;8808;smaller
Schleiz;07907;108.21;8800;smaller
Florstadt;61197;39.6;8798;smaller
Hallstadt;96103;45091;8795;smaller
Volkach;97332;60.19;8782;smaller
Neuhaus am Rennweg;98724;108.22;8778;smaller
Naunhof;04683;39.71;8735;smaller
Rauenberg;69231;45271;8728;smaller
Herzberg (Elster);04916;149.01;8711;smaller
Waldenbuch;71111;45129;8705;smaller
Barth;18356;41.18;8692;smaller
Borgentreich;34434;138.94;8638;smaller
Doberlug-Kirchhain;03253;150.36;8633;smaller
Nierstein;55283;19.34;8625;smaller
Obernburg a.Main;63785;24.82;8609;smaller
Vohburg a.d.Donau;85088;45.17;8605;smaller
Tirschenreuth;95643;103.95;8594;smaller
Penig;09322;63.37;8578;smaller
Kappeln;24376;43.33;8573;smaller
Mücheln (Geiseltal);06249;98.57;8513;smaller
Meßkirch;88605;76.22;8513;smaller
Barntrup;32683;59.46;8502;smaller
Mansfeld;06343;143.76;8480;smaller
Bad Sooden-Allendorf;37242;73.75;8478;smaller
Lauter-Bernsbach;08315;30.28;8476;smaller
Rottenburg a.d.Laaber;84056;90.11;8475;smaller
Ueckermünde;17373;85.87;8457;smaller
Bad Bergzabern;76887;26207;8454;smaller
Lützen;06686;96.49;8443;smaller
Hainichen;09661;51.74;8438;smaller
Staufenberg;35460;28.58;8436;smaller
Großbottwar;71723;25.51;8403;smaller
Kuppenheim;76456;45156;8399;smaller
Kirchen (Sieg);57548;39.76;8380;smaller
Viechtach;94234;62.46;8379;smaller
Großräschen/Rań;01983;81.86;8378;smaller
Stadtilm;99326;120.26;8376;smaller
Helmbrechts;95233;58.72;8368;smaller
Neuenbürg;75305;28.15;8357;smaller
Landstuhl;66849;15.34;8356;smaller
Kandern;79400;62.26;8348;smaller
Colditz;04680;84.09;8313;smaller
Teterow;17166;47.07;8310;smaller
Schieder-Schwalenberg;32816;60.04;8308;smaller
Wissen;57537;34.88;8302;smaller
Premnitz;14727;46.27;8290;smaller
Neunburg vorm Wald;92431;110.14;8275;smaller
Möckmühl;74219;49.6;8244;smaller
Bönnigheim;74357;20.13;8238;smaller
Staufen im Breisgau;79219;23.32;8235;smaller
Kirn;55606;16.53;8209;smaller
Leisnig;04703;78.09;8207;smaller
Arnstein;97450;112.1;8195;smaller
Wörrstadt;55286;16.75;8189;smaller
Herrieden;91567;81.66;8184;smaller
Calbe (Saale);39240;56.69;8179;smaller
Weida;07570;36.8;8173;smaller
Barby;39249;153.2;8173;smaller
Knittlingen;75438;26.33;8158;smaller
Grafenau;94475;63.73;8151;smaller
Kellinghusen;25548;18.81;8150;smaller
Lauta;02991;42.14;8142;smaller
Zell am Harmersbach;77736;36.41;8134;smaller
Willebadessen;34439;128.41;8133;smaller
Bad Herrenalb;76332;33.01;8131;smaller
Bad Lausick;04651;70.02;8113;smaller
Dornstetten;72280;44981;8112;smaller
Könnern;06420;125.35;8109;smaller
Dannenberg (Elbe);29451;76.61;8106;smaller
Bad Schmiedeberg;06905;160.3;8093;smaller
Kirchberg;08107;39.56;8093;smaller
Beeskow;15848;77.79;8082;smaller
Oranienbaum-Wörlitz;06785;115.53;8063;smaller
Daun;54550;49.02;8059;smaller
Bismark (Altmark);39629;289.49;8057;smaller
Ramstein-Miesenbach;66877;43.01;8057;smaller
Hermsdorf;07629;18080;8052;smaller
Baiersdorf;91083;29891;8011;smaller
Neresheim;73450;118.51;7978;smaller
Medebach;59964;126.05;7974;smaller
Teuchern;06682;81.36;7974;smaller
Bützow;18246;39.85;7970;smaller
Kühlungsborn;18225;16.17;7964;smaller
Ransbach-Baumbach;56235;42339;7959;smaller
Schweich;54338;45169;7940;smaller
Gundelfingen a.d.Donau;89423;54.06;7934;smaller
Lößnitz;08294;30.49;7902;smaller
Kirchheimbolanden;67292;26.36;7893;smaller
Oberkochen;73447;23.55;7884;smaller
Simmern/ Hunsrück;55469;35370;7874;smaller
Rheinsberg;16831;328.14;7871;smaller
Hüfingen;78183;58.53;7859;smaller
Klingenthal;08248;50.44;7853;smaller
Oederan;09569;77.33;7832;smaller
Lugau/Erzgeb.;09385;22.29;7824;smaller
Vetschau/Spreewald / Wětošow/Błota;03226;111.42;7819;smaller
Elsterwerda;04910;40.58;7805;smaller
Altenberg;01773;145.9;7805;smaller
Bad Düben;04849;45.8;7791;smaller
Falkenstein/Vogtl.;08223;31.06;7748;smaller
Treuen;08233;43.74;7730;smaller
Kremmen;16766;209.54;7710;smaller
Gerolstein;54568;64.43;7710;smaller
Bad Liebenstein;36448;48.81;7700;smaller
Bad Sulza;99518;91.14;7695;smaller
Seeland;06469;78.93;7681;smaller
Teublitz;93158;38.23;7678;smaller
Calau/Kalawa;03205;163.49;7650;smaller
Sontra;36205;111.28;7642;smaller
Löffingen;79843;88.02;7612;smaller
Groitzsch;04539;70.17;7586;smaller
Breuberg;64747;30.76;7584;smaller
Naila;95119;37.04;7580;smaller
Belgern-Schildau;04874;158.99;7579;smaller
Hardegsen;37181;84.03;7578;smaller
Allstedt;06542;149.85;7573;smaller
Oppenheim;55276;44933;7571;smaller
Vohenstrauß;92648;74.91;7563;smaller
Harzgerode;06493;164.68;7559;smaller
Gundelsheim;74831;38.44;7516;smaller
Saarburg;54439;20.63;7509;smaller
Weikersheim;97990;80.93;7494;smaller
Kalbe (Milde);39624;272.84;7488;smaller
Treuenbrietzen;14929;212.43;7485;smaller
Homberg (Ohm);35315;88.04;7472;smaller
Münnerstadt;97702;93.11;7468;smaller
Eisfeld;98673;86.52;7454;smaller
Otterndorf;21762;33.55;7443;smaller
Parsberg;92331;57.32;7432;smaller
Pockau-Lengefeld;09514;83.43;7415;smaller
Renchen;77871;32.08;7414;smaller
Leipheim;89340;32.16;7386;smaller
Bad Berka;99438;55.32;7379;smaller
Laufen;83410;35.28;7373;smaller
Roßwein;04741;44.1;7369;smaller
Aken (Elbe);06385;59.81;7363;smaller
Ebern;96106;95.01;7359;smaller
Elzach;79215;75.28;7347;smaller
Bad Kötzting;93444;62.15;7346;smaller
Pulsnitz;01896;26.76;7345;smaller
Bad Sachsa;37441;33.2;7322;smaller
Meldorf;25704;21.26;7289;smaller
Esens;26427;21.67;7288;smaller
Bad Wimpfen;74206;19.38;7286;smaller
Malchin;17139;109.28;7282;smaller
Radeburg;01471;54.02;7278;smaller
Königsee;07426;103.01;7277;smaller
Markneukirchen;08258;69.06;7261;smaller
Scheßlitz;96110;94.87;7249;smaller
Roßleben-Wiehe;06571;73.08;7246;smaller
Dettelbach;97337;60.94;7220;smaller
Zwingenberg;64673;24228;7202;smaller
Freyung;94078;48.63;7167;smaller
Gedern;63688;75.24;7165;smaller
Haslach im Kinzigtal;77716;18.67;7152;smaller
Friedrichroda;99894;36.87;7115;smaller
Bernkastel-Kues;54470;23.71;7114;smaller
Heringen (Werra);36266;61.2;7100;smaller
Annweiler am Trifels;76855;39.87;7099;smaller
Wriezen;16269;95.14;7094;smaller
Am Ettersberg;99439;92.44;7081;smaller
Birkenfeld;55765;13.64;7075;smaller
Greding;91171;103.73;7075;smaller
Eibenstock;08309;112.24;7075;smaller
Müncheberg;15374;152.29;7042;smaller
Immenhausen;34376;28.54;6994;smaller
Lengenfeld;08485;46.98;6994;smaller
Neustadt-Glewe;19306;94.12;6969;smaller
Bonndorf im Schwarzwald;79848;75.91;6969;smaller
Moringen;37186;82.39;6956;smaller
Ilshofen;74532;54.87;6947;smaller
Polch;56751;28.68;6939;smaller
Geiselhöring;94333;99.69;6930;smaller
Ebermannstadt;91320;49.95;6924;smaller
Nortorf;24589;28460;6913;smaller
Neukirchen;34626;66.25;6906;smaller
Gröditz;01609;28.94;6893;smaller
Schelklingen;89601;75.87;6882;smaller
Gerbstedt;06347;102.31;6881;smaller
Gau-Algesheim;55435;13.99;6878;smaller
Gerolzhofen;97447;18.39;6867;smaller
Höchstädt a.d.Donau;89420;37.45;6860;smaller
Dietenheim;89165;18.75;6859;smaller
Reichelsheim (Wetterau);61203;27.56;6853;smaller
Horstmar;48612;44.76;6849;smaller
Dingelstädt;37351;59.39;6847;smaller
Hecklingen;39444;95.34;6827;smaller
Schwarzenbach a.d.Saale;95120;59.18;6821;smaller
Hermeskeil;54411;30.89;6820;smaller
Hartha;04746;54.4;6813;smaller
Arendsee (Altmark);39619;269.71;6791;smaller
Jerichow;39319;270.07;6788;smaller
Geithain;04643;54.71;6775;smaller
Waldeck;34513;115.7;6768;smaller
Volkmarsen;34471;67.47;6736;smaller
Böhlen;04564;25.27;6733;smaller
Kahla;07768;45176;6724;smaller
Rodalben;66976;15.69;6703;smaller
Römhild;98630;122.45;6697;smaller
Glashütte;01768;95.64;6693;smaller
Buttstädt;99628;104.8;6673;smaller
Boxberg;97944;101.71;6662;smaller
Edenkoben;67480;17.89;6660;smaller
Uffenheim;97215;59.46;6650;smaller
Neuenstein;74632;47.84;6646;smaller
Waldsassen;95652;66.53;6643;smaller
Herdorf;57562;17.99;6615;smaller
Ketzin/Havel;14669;93.64;6609;smaller
Waldmünchen;93449;101.17;6607;smaller
Maulbronn;75433;45041;6585;smaller
Osterburken;74706;47.32;6577;smaller
Stadtroda;07646;24.18;6570;smaller
Blankenhain;99444;113.75;6542;smaller
Vilseck;92249;64.69;6540;smaller
Artern;06556;45.05;6538;smaller
Bad Brückenau;97769;23.71;6535;smaller
Mitterteich;95666;39.38;6533;smaller
Annaburg;06925;225.59;6528;smaller
Zierenberg;34289;86.55;6520;smaller
Malchow;17213;44.71;6512;smaller
Pegau;04523;48.77;6510;smaller
Rodenberg;31552;15.61;6502;smaller
Bad Sobernheim;55566;54.18;6479;smaller
Grafenwöhr;92655;216.21;6451;smaller
Laage;18299;114.9;6450;smaller
Burgkunstadt;96224;40.6;6449;smaller
Heitersheim;79423;26238;6436;smaller
Rosenfeld;72348;51.11;6436;smaller
Friedland;17098;141.79;6423;smaller
Arnstein;06456;121.7;6412;smaller
Güglingen;74363;16.27;6411;smaller
Bad Rodach;96476;77.65;6406;smaller
Havelberg;39539;149.22;6397;smaller
Thannhausen;86470;45005;6390;smaller
Neumarkt-Sankt Veit;84494;61.07;6389;smaller
Wittenburg;19243;80.08;6355;smaller
Geisingen;78187;73.75;6347;smaller
Gammertingen;72501;52.97;6331;smaller
Glücksburg (Ostsee);24960;39.68;6326;smaller
Werra-Suhl-Tal;99837;77.67;6325;smaller
Bernsdorf;02994;59.86;6307;smaller
Trochtelfingen;72818;79.2;6298;smaller
Falkenberg/Elster;04895;82.16;6296;smaller
Zell im Wiesental;79669;36.12;6289;smaller
Großalmerode;37247;37.59;6289;smaller
Linz am Rhein;53545;17.98;6273;smaller
Rodewisch;08228;26.88;6260;smaller
Altenkirchen (Westerwald);57610;36069;6255;smaller
Rötha;04571;45.41;6254;smaller
Klingenberg a.Main;63911;21.13;6253;smaller
Neuffen;72639;17.43;6251;smaller
Kölleda;99625;89.52;6228;smaller
Nabburg;92507;62.36;6224;smaller
Alpirsbach;72275;64.56;6198;smaller
Beilstein;71717;25.24;6198;smaller
Hachenburg;57627;21.43;6175;smaller
Dohna;01809;28.59;6168;smaller
Lübz;19386;74.69;6167;smaller
Vogtsburg im Kaiserstuhl;79235;37.36;6164;smaller
Wassertrüdingen;91717;53.57;6153;smaller
Windsbach;91575;68.12;6153;smaller
Dietfurt a.d.Altmühl;92345;78.7;6147;smaller
Dornhan;72175;44.91;6144;smaller
Riedenburg;93339;100.3;6143;smaller
Bad Marienberg (Westerwald);56470;34943;6137;smaller
Biesenthal;16359;60.92;6101;smaller
Plau am See;19395;116.27;6091;smaller
Schirgiswalde-Kirschau;02681;24.34;6084;smaller
Bad Blankenburg;07422;35.62;6075;smaller
Nieheim;33039;79.71;6068;smaller
Marne;25709;30407;6061;smaller
Nienburg (Saale);06429;79.32;6053;smaller
Spangenberg;34286;97.71;6038;smaller
Meersburg;88709;45119;6026;smaller
Schlüsselfeld;96132;70.24;5987;smaller
Haiterbach;72221;28.92;5978;smaller
Bad Hönningen;53557;45189;5974;smaller
Großbreitenbach;98701;80.76;5974;smaller
Norderney;26548;26.31;5969;smaller
Bad Königshofen i.Grabfeld;97631;69.51;5964;smaller
An der Schmücke;06577;95.28;5948;smaller
Bräunlingen;78199;62.14;5945;smaller
Thalheim/Erzgeb.;09380;29129;5915;smaller
Geislingen;72351;31.96;5912;smaller
Gransee;16775;121.68;5877;smaller
Treffurt;99830;72.46;5874;smaller
Brotterode-Trusetal;98596;49.68;5864;smaller
Schrozberg;74575;105.21;5863;smaller
Oberlungwitz;09353;14.68;5842;smaller
Tittmoning;84529;72.01;5821;smaller
Mügeln;04769;55.08;5808;smaller
Dierdorf;56269;31.98;5792;smaller
Neubulach;75387;24.69;5790;smaller
Fürstenberg/Havel;16798;213.85;5781;smaller
Greußen;99718;86.82;5774;smaller
Herrnhut;02747;74.13;5773;smaller
Wemding;86650;31.6;5771;smaller
Münzenberg;35516;31.63;5770;smaller
Westerburg;56457;18.48;5749;smaller
Bad Lobenstein;07356;48.92;5745;smaller
Hausach;77756;36.07;5737;smaller
Grünhain-Beierfeld;08344;22.25;5730;smaller
Grebenstein;34393;49.84;5730;smaller
Leun;35638;28.66;5716;smaller
Neustadt a.d.Waldnaab;92660;34213;5709;smaller
Kaltennordheim;36452;94.41;5706;smaller
Wittichenau / Kulow;02997;61.02;5699;smaller
Wolfach;77709;67.98;5690;smaller
Stavenhagen;17153;41.02;5687;smaller
Waibstadt;74915;25.57;5662;smaller
Braunlage;38700;31.65;5658;smaller
Leutershausen;91578;84.07;5650;smaller
Nottertal-Heilinger Höhen;99994;75.96;5632;smaller
Bredstedt;25821;27638;5624;smaller
Rochlitz;09306;23.76;5622;smaller
Zeil a.Main;97475;35.67;5621;smaller
Stadtoldendorf;37627;24.92;5613;smaller
Kusel;66869;14.37;5594;smaller
Traben-Trarbach;56841;31.35;5591;smaller
Kemnath;95478;56.79;5578;smaller
Schöppenstedt;38170;39.73;5577;smaller
Harburg (Schwaben);86655;73.16;5574;smaller
Hirschau;92242;74.96;5567;smaller
Kastellaun;56288;17380;5557;smaller
Bodenwerder;37619;45075;5548;smaller
Bad Gottleuba-Berggießhübel;01816;88.72;5542;smaller
Stolpen;01833;60.89;5540;smaller
Großschirma;09603;61.63;5531;smaller
Wirges;56422;45240;5525;smaller
Mellrichstadt;97638;55.99;5515;smaller
Grabow;19300;72.27;5500;smaller
Abenberg;91183;48.41;5499;smaller
Schwarzheide;01987;33.44;5495;smaller
Heimsheim;71296;44999;5469;smaller
Hagenbach;76767;15.86;5460;smaller
Niedenstein;34305;30.61;5457;smaller
Ingelfingen;74653;46.48;5442;smaller
Prüm;54595;22.86;5442;smaller
Wasungen;98634;89.08;5437;smaller
Gersfeld (Rhön);36129;89.34;5436;smaller
Drebkau/Drjowk;03116;143.9;5432;smaller
Neudenau;74861;32.91;5427;smaller
Battenberg (Eder);35088;64.71;5427;smaller
Zarrentin am Schaalsee;19246;91.9;5421;smaller
Gadebusch;19205;47.76;5417;smaller
Tharandt;01737;71.23;5417;smaller
Stühlingen;79780;93.2;5395;smaller
Ellrich;99755;69.41;5391;smaller
Velburg;92355;175.66;5391;smaller
Munderkingen;89597;45120;5385;smaller
Otterberg;67697;32.11;5377;smaller
Eltmann;97483;40.81;5372;smaller
Seelow;15306;42.73;5363;smaller
Ruhla;99842;38.55;5352;smaller
Monheim;86653;69.33;5341;smaller
Mahlberg;77972;16.59;5326;smaller
Burg Stargard;17094;76.61;5323;smaller
Rockenhausen;67806;36.83;5315;smaller
Pfreimd;92536;51.48;5284;smaller
Oettingen i.Bay.;86732;34.22;5284;smaller
Lütjenburg;24321;42156;5265;smaller
Dornburg-Camburg;07774;30.77;5252;smaller
Külsheim;97900;81.43;5250;smaller
Forchtenberg;74670;38.09;5241;smaller
Pottenstein;91278;73.3;5234;smaller
Waldmohr;66914;44998;5211;smaller
Cochem;56812;21.18;5199;smaller
Diemelstadt;34474;82.55;5196;smaller
Altentreptow;17087;53.07;5188;smaller
Uebigau-Wahrenbrück;04938;135.61;5178;smaller
Falkenstein/Harz;06463;102.97;5166;smaller
Kitzscher;04567;45045;5144;smaller
Adelsheim;74740;43.84;5141;smaller
Freren;49832;48.97;5136;smaller
Spalt;91174;55.67;5102;smaller
Hofheim i.UFr.;97461;56.34;5100;smaller
Lindenfels;64678;45190;5057;smaller
Röbel/Müritz;17207;30.68;5055;smaller
Schwaan;18258;38.28;5037;smaller
Creußen;95473;64.87;5026;smaller
Erbendorf;92677;67.56;5022;smaller
Hitzacker (Elbe);29456;58.67;5020;smaller
Borkum;26757;30.98;5008;smaller
Naumburg;34311;66.32;5003;smaller
Emmelshausen;56281;45054;4980;smaller
Lichtenau;77839;27.62;4975;smaller
Unkel;53572;42583;4970;smaller
Arzberg;95659;43.19;4970;smaller
Vacha;36404;44.41;4966;smaller
Thum;09419;45187;4965;smaller
Hollfeld;96142;80.66;4951;smaller
Ronneburg;07580;19.13;4949;smaller
Amöneburg;35287;43.9;4949;smaller
Wörth a.d.Donau;93086;52.24;4930;smaller
Windischeschenbach;92670;36.37;4930;smaller
Oberviechtach;92526;62.42;4929;smaller
Tönning;25832;44.43;4908;smaller
Marienmünster;37696;64.36;4900;smaller
Freinsheim;67251;13.59;4898;smaller
Reichenbach/O.L.;02894;62.64;4862;smaller
Niederstetten;97996;104.05;4836;smaller
Trendelburg;34388;69.37;4826;smaller
Oppenau;77728;72.98;4821;smaller
Kröpelin;18236;67.55;4811;smaller
Seehausen (Altmark);39615;107.03;4808;smaller
Dahme/Mark;15936;162.58;4805;smaller
Todtnau;79674;69.75;4804;smaller
Pausa-Mühltroff;07952;64.13;4801;smaller
Adorf/Vogtl.;08626;42.97;4799;smaller
Lommatzsch;01623;66.63;4788;smaller
Lauchheim;73466;40.86;4787;smaller
Iphofen;97346;78.06;4782;smaller
Niederstotzingen;89168;29.81;4778;smaller
Geisa;36419;71.94;4777;smaller
Wörth a.Main;63939;15.88;4773;smaller
Crivitz;19089;75.85;4770;smaller
Schömberg;72355;23.25;4752;smaller
Bischofsheim i.d.Rhön;97653;67.7;4751;smaller
Weismain;96260;90.14;4748;smaller
Scheinfeld;91443;45.12;4706;smaller
Eggesin;17367;88.22;4700;smaller
Heringen/Helme;99765;66.91;4698;smaller
Tengen;78250;62.03;4696;smaller
Groß-Bieberau;64401;18.27;4693;smaller
Lübtheen;19249;120.16;4686;smaller
Schönberg;23923;52.19;4676;smaller
Wilthen;02681;45033;4671;smaller
Marlow;18337;140.52;4665;smaller
Herbstein;36358;79.98;4665;smaller
Krautheim;74238;52.9;4664;smaller
Müllrose;15299;69.23;4660;smaller
Amt Creuzburg;99831;69.73;4658;smaller
Triberg im Schwarzwald;78098;33.33;4651;smaller
Heideck;91180;58.64;4641;smaller
Königsbrück;01936;78.48;4605;smaller
Creglingen;97993;117.23;4605;smaller
Vellberg;74541;31.89;4598;smaller
Nassau;56377;17.55;4592;smaller
Freyburg (Unstrut);06632;46.56;4563;smaller
Ehrenfriedersdorf;09427;15.89;4550;smaller
Wachenheim an der Weinstraße;67157;24.97;4527;smaller
Dahn;66994;40.76;4508;smaller
Putbus;18581;66.69;4499;smaller
Augustusburg;09573;23.38;4492;smaller
Hallenberg;59969;65.35;4481;smaller
Hartenstein;08118;36.7;4474;smaller
Strasburg (Uckermark);17335;87.48;4471;smaller
Baumholder;55774;69.19;4444;smaller
Rennerod;56477;18.14;4435;smaller
Bad Berneck i.Fichtelgebirge;95460;38.26;4418;smaller
Liebenwalde;16559;142.17;4415;smaller
Tann (Rhön);36142;60.45;4411;smaller
Schönau;69250;22.49;4406;smaller
Bad Buchau;88422;23.74;4405;smaller
Rauschenberg;35282;67.32;4402;smaller
Dransfeld;37127;28.91;4398;smaller
Rothenburg/O.L.;02929;72.4;4385;smaller
Wyk auf Föhr;25938;45146;4384;smaller
Kirchberg an der Jagst;74592;40.93;4379;smaller
Rabenau;01734;30.73;4376;smaller
Gerabronn;74582;40.38;4368;smaller
Schwarzenbach a.Wald;95131;36.7;4356;smaller
Wilster;25554;25965;4342;smaller
Dargun;17159;118.01;4334;smaller
Peitz/Picnjo;03185;13.49;4333;smaller
Eschenbach i.d.OPf.;92676;35.13;4331;smaller
Tambach-Dietharz/Thür. Wald;99897;41.64;4320;smaller
Baruth/Mark;15837;233.83;4294;smaller
Nastätten;56355;45059;4291;smaller
Selbitz;95152;27.75;4286;smaller
Gefrees;95480;50.32;4271;smaller
Pressath;92690;66.34;4267;smaller
Heimbach;52396;64.96;4262;smaller
Hornberg;78132;54.45;4242;smaller
Woldegk;17348;164.17;4241;smaller
Waldkappel;37284;96.53;4239;smaller
Loitz;17121;89.91;4233;smaller
Gräfenberg;91322;37.83;4223;smaller
Waldershof;95679;60.37;4204;smaller
Daaden;57567;19.58;4199;smaller
Dahlen;04774;71.87;4188;smaller
Schnaittenbach;92253;63.41;4175;smaller
Wanfried;37281;46.88;4161;smaller
Rheinböllen;55494;16.36;4150;smaller
Penzlin;17217;115.56;4134;smaller
Lichtenfels;35104;96.77;4131;smaller
Geringswalde;09326;45107;4130;smaller
Neckarbischofsheim;74924;26.41;4111;smaller
Zell (Mosel);56856;44.95;4086;smaller
Lambrecht (Pfalz);67466;11902;4085;smaller
Brück;14822;86.19;4076;smaller
Lunzenau;09328;28.33;4072;smaller
Dassow;23942;66.97;4065;smaller
Niedernhall;74676;17.71;4061;smaller
Allendorf (Lumda);35469;45068;4060;smaller
Sternberg;19406;67.7;4031;smaller
Güsten;39439;36.17;4023;smaller
Kirchberg (Hunsrück);55481;45064;4020;smaller
Neukloster;23992;27.51;4015;smaller
Marktbreit;97340;20.16;4004;smaller
Ellingen;91792;31.25;3982;smaller
Neubukow;18233;25.13;3973;smaller
Amorbach;63916;50.9;3962;smaller
Baunach;96148;32.14;3953;smaller
Neckarsteinach;69239;17.24;3938;smaller
Waldenburg;08396;45102;3934;smaller
Tessin;18195;24.51;3926;smaller
Seßlach;96145;72.53;3920;smaller
Pappenheim;91788;64.32;3918;smaller
St. Blasien;79837;54.41;3908;smaller
Hoya;27318;16650;3905;smaller
Mirow;17252;158.28;3890;smaller
Wolkenstein;09429;30.51;3879;smaller
Lorch;65391;54.43;3875;smaller
Gemünden (Wohra);35285;58.65;3829;smaller
Trebsen/Mulde;04687;35.06;3777;smaller
Regis-Breitingen;04565;26.37;3777;smaller
Netzschkau;08491;18963;3777;smaller
Ruhland;01945;37.22;3767;smaller
Elsterberg;07985;44951;3761;smaller
Johanngeorgenstadt;08349;29.59;3758;smaller
Schiltach;77761;34.21;3741;smaller
Freudenberg;97896;34.76;3737;smaller
Kindelbrück;99638;57.84;3725;smaller
Deidesheim;67146;26.54;3724;smaller
Vöhrenbach;78147;70.47;3715;smaller
Steinach;96523;26.35;3688;smaller
Bad Muskau / Mužakow;02953;15.38;3669;smaller
Tegernsee;83684;22.74;3668;smaller
Speicher;54662;15.36;3668;smaller
Grünsfeld;97947;44.72;3654;smaller
Strehla;01616;30.28;3651;smaller
Königsberg i.Bay.;97486;61.88;3630;smaller
Triptis;07819;33.15;3629;smaller
Seifhennersdorf;02782;45279;3614;smaller
Bad Elster;08645;19.77;3610;smaller
Weißensee;99631;55.33;3604;smaller
Rehna;19217;44.59;3598;smaller
Bad Karlshafen;34385;14.85;3597;smaller
Mühlheim an der Donau;78570;21.74;3577;smaller
Wildenfels;08134;20.68;3564;smaller
Lucka;04613;34304;3553;smaller
Gröningen;39397;59.73;3548;smaller
Mühlberg/Elbe;04931;89.2;3534;smaller
Eschershausen;37632;23.92;3488;smaller
Burgbernheim;91593;42.3;3474;smaller
Wesselburen;25764;41395;3465;smaller
Tanna;07922;87.35;3456;smaller
Goldkronach;95497;30.68;3444;smaller
Münstermaifeld;56751;27.77;3432;smaller
Schwarzatal;98744;25.98;3427;smaller
Gößnitz;04639;45121;3427;smaller
Bad Schandau;01814;46.76;3423;smaller
Krakow am See;18292;87.36;3422;smaller
Auma-Weidatal;07955;55.91;3396;smaller
Bad Köstritz;07586;16.93;3389;smaller
Joachimsthal;16247;121.68;3388;smaller
Owen;73277;45116;3388;smaller
Neustadt (Dosse);16845;75.87;3387;smaller
Ulmen;56766;28.74;3384;smaller
Hirschhorn (Neckar);69434;30.85;3382;smaller
Löwenstein;74245;23.46;3369;smaller
Goldberg;19399;64.72;3368;smaller
Stromberg;55442;44935;3355;smaller
Heldburg;98663;112.74;3355;smaller
Geyer;09468;18.56;3350;smaller
Oberriexingen;71739;42583;3340;smaller
Rötz;92444;66.67;3337;smaller
Kelbra (Kyffhäuser);06537;40.56;3308;smaller
Ludwigsstadt;96337;58.74;3306;smaller
Saalburg-Ebersdorf;07929;72.05;3300;smaller
Kranichfeld;99448;44949;3293;smaller
Ostheim v.d.Rhön;97642;40.85;3288;smaller
Welzow/Wjelcej;03119;39.57;3274;smaller
Schalkau;96528;44.02;3268;smaller
Havelsee;14798;81.97;3248;smaller
Hohnstein;01848;64.64;3230;smaller
Bernstadt a. d. Eigen;02748;52;3213;smaller
Neusalza-Spremberg;02742;22.91;3211;smaller
Hillesheim;54576;20.66;3209;smaller
Berga/Elster;07980;43.52;3198;smaller
Warin;19417;44.45;3191;smaller
Kaisersesch;56759;43313;3191;smaller
Egeln;39435;29.23;3176;smaller
Bad Teinach-Zavelstein;75385;25.17;3175;smaller
Kirtorf;36320;79.91;3159;smaller
Sonnewalde;03249;119.29;3153;smaller
Lychen;17279;111.98;3147;smaller
Döbern/Derbno;03159;15.79;3146;smaller
Lauscha;98724;18.72;3145;smaller
Schönwald;95173;19.19;3133;smaller
Lebus;15326;54.42;3133;smaller
Stadtsteinach;95346;39.8;3118;smaller
Prichsenstadt;97357;48.87;3115;smaller
Eibelstadt;97246;45114;3112;smaller
Kirchenlamitz;95153;48.48;3103;smaller
Wolframs-Eschenbach;91639;25.47;3103;smaller
Fridingen an der Donau;78567;22.47;3100;smaller
Weißenstadt;95163;42.23;3094;smaller
Klütz;23948;44.43;3067;smaller
Waldenburg;74638;31.55;3060;smaller
Schöneck/Vogtl.;08261;55.03;3060;smaller
Wesenberg;17255;89.65;3057;smaller
Merkendorf;91732;45133;3056;smaller
Bärnau;95671;74.41;3047;smaller
Weißenberg / Wóspork;02627;50.96;3046;smaller
Waischenfeld;91344;57.93;3037;smaller
Schönewalde;04916;156.18;3034;smaller
Bürgel;07616;27.19;3032;smaller
Adenau;53518;18.56;3020;smaller
Rhens;56330;16.31;2992;smaller
Dömitz;19303;60.57;2991;smaller
Lindow (Mark);16835;65.47;2991;smaller
Nebra (Unstrut);06642;25.43;2980;smaller
Liebenau;34396;48.88;2975;smaller
Friedland;15848;174.23;2975;smaller
Münchenbernsdorf;07589;15.45;2962;smaller
Wurzbach;07343;72.32;2956;smaller
Marktleuthen;95168;35.48;2954;smaller
Ravenstein;74747;55.97;2948;smaller
Braubach;56338;45065;2929;smaller
Ulrichstein;35327;65.61;2926;smaller
Hatzfeld (Eder);35116;58.51;2926;smaller
Gützkow;17506;57.65;2923;smaller
Jarmen;17126;30.71;2922;smaller
Selters (Westerwald);56242;45115;2876;smaller
Gnoien;17179;41.11;2865;smaller
